// classname|model_path|scale_x|scale_y|scale_z|entity_type|box_xmin|box_ymin|box_zmin|box_xmax|box_ymax|box_zmax|noshadow|solidflag|walk_speed|run_speed|speed|lighting|blending|target_sequence|misc_value|no_mip|spawn_sequence|description|color_r|color_g|color_b

// Quake 2
animal_fish|models/animals/fish1.md2|1.0|1.0|1.0|general|-4.0|-8.0|-4.0|4.0|8.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Fish|1.0|0.0|0.0
animal_goat|models/animals/goat.md2|1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Goat|1.0|0.0|0.0
animal_vulture|models/animals/vulture.md2|1.0|1.0|1.0|general|-8.0|-16.0|-12.0|8.0|16.0|12.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Vulture|1.0|0.0|0.0
cam_aim||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cam Aim|0.5|0.5|0.5
cam_position||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cam Position|0.5|0.5|0.5
corpse_male1|models/npcs/mcorps.md2|1.0|1.0|1.0|general|-6.0|-6.0|-34.0|6.0|6.0|27.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Male Corpse 1|1.0|0.5|0.5
corpse_male2|models/npcs/mcorps.md2|1.0|1.0|1.0|general|-18.0|-11.0|-30.0|16.0|3.0|-13.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Male Corpse 2|1.0|0.5|0.5
corpse_male3|models/npcs/mcorps.md2|1.0|1.0|1.0|general|-30.0|-10.0|-30.0|32.0|10.0|-12.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Male Corpse 3|1.0|0.5|0.5
corpse_male4|models/npcs/mcorps.md2|1.0|1.0|1.0|general|-19.0|-11.0|-30.0|17.0|11.0|0.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Male Corpse 4|1.0|0.5|0.5
corpse_male5|models/npcs/mcorps.md2|1.0|1.0|1.0|general|-27.0|-16.0|-29.0|26.0|11.0|-11.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Male Corpse 5|1.0|0.5|0.5
corpse_male6|models/npcs/mcorps.md2|1.0|1.0|1.0|general|-30.0|-14.0|-30.0|30.0|14.0|17.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Male Corpse 6|1.0|0.5|0.5
corpse_male7|models/npcs/mcorps.md2|1.0|1.0|1.0|general|-8.0|-12.0|-34.0|5.0|12.0|31.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Male Corpse 7|1.0|0.5|0.5
effect_ripple|models/effects/ripple.md2|1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Effects Ripple|1.0|1.0|0.0
effect_spirting||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Effects Spirting|1.0|1.0|0.0
func_dig||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Diggable brush|0.0|0.5|0.8
item_armor||1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Ancestral Armor|0.3|0.3|1.0
item_b_flask|models/objects/flask.md2|1.0|1.0|1.0|general|-4.0|-4.0|-6.0|4.0|4.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bile Flask|0.3|0.3|1.0
item_bl_flask|models/objects/flask.md2|1.0|1.0|1.0|general|-4.0|-4.0|-6.0|4.0|4.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Blur Flask|0.3|0.3|1.0
item_book1|models/objects/book1.md2|1.0|1.0|1.0|general|-4.0|-6.0|-2.0|4.0|6.0|2.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Book|0.3|0.3|1.0
item_bottle1|models/objects/bottle1.md2|1.0|1.0|1.0|general|-2.0|-2.0|-6.0|2.0|2.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bottle|0.3|0.3|1.0
item_bowl|models/objects/bowl.md2|1.0|1.0|1.0|general|-8.0|-8.0|-5.0|8.0|8.0|5.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bowl|0.3|0.3|1.0
item_bread|models/objects/bread.md2|1.0|1.0|1.0|general|-4.0|-6.0|-4.0|4.0|6.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bread|0.3|0.3|1.0
item_h_flask|models/objects/flask.md2|1.0|1.0|1.0|general|-4.0|-4.0|-6.0|4.0|4.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Health Flask|0.3|0.3|1.0
item_leather||1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Leather Armor|0.3|0.3|1.0
item_o_flask|models/objects/flask.md2|1.0|1.0|1.0|general|-4.0|-4.0|-6.0|4.0|4.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Oil Flask|0.3|0.3|1.0
item_p_flask|models/objects/flask.md2|1.0|1.0|1.0|general|-4.0|-4.0|-6.0|4.0|4.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Poison Flask|0.3|0.3|1.0
item_q_flask|models/objects/flask.md2|1.0|1.0|1.0|general|-4.0|-4.0|-6.0|4.0|4.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Quickness Flask|0.3|0.3|1.0
item_r_flask|models/objects/flask.md2|1.0|1.0|1.0|general|-4.0|-4.0|-6.0|4.0|4.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Rejuvination Flask|0.3|0.3|1.0
item_scalemail||1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Scalemail Armor|0.3|0.3|1.0
item_shovel|models/objects/shovel.md2|1.0|1.0|1.0|general|-6.0|-6.0|-18.0|6.0|6.0|18.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Shovel|0.3|0.3|1.0
item_torch||1.0|1.0|1.0|general|-4.0|-4.0|-6.0|4.0|4.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Torch|0.3|0.3|1.0
item_vase1|models/objects/vase1.md2|1.0|1.0|1.0|general|-6.0|-6.0|-8.0|6.0|6.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Vase|0.3|0.3|1.0
item_w_flask|models/objects/flask.md2|1.0|1.0|1.0|general|-4.0|-4.0|-6.0|4.0|4.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Water Flask|0.3|0.3|1.0
key_glass|models/objects/key.md2|1.0|1.0|1.0|general|-2.0|-2.0|-4.0|2.0|2.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Glass Key|0.3|0.3|1.0
key_gold|models/objects/key.md2|1.0|1.0|1.0|general|-2.0|-2.0|-4.0|2.0|2.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Gold Key|0.3|0.3|1.0
key_metal|models/objects/key.md2|1.0|1.0|1.0|general|-2.0|-2.0|-4.0|2.0|2.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Metal Key|0.3|0.3|1.0
key_silver|models/objects/key.md2|1.0|1.0|1.0|general|-2.0|-2.0|-4.0|2.0|2.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Silver Key|0.3|0.3|1.0
keys_xxx||1.0|1.0|1.0|general|-16|-16|-16|16|16|16|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||.5|.3|0
monster_agath|models/monsters/agath.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Agathodaemon|1.0|0.0|0.0
monster_apprentice|models/monsters/necro.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Apprentice|1.0|0.0|0.0
monster_captain|models/monsters/captain.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Captain|1.0|0.0|0.0
monster_carnivean|models/monsters/carniv.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Carnivean|1.0|0.0|0.0
monster_crescent|models/monsters/crescent.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Crescent|1.0|0.0|0.0
monster_dweller|models/monsters/dweller.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Dweller|1.0|0.0|0.0
monster_hellhound|models/monsters/hhound.md2|1.0|1.0|1.0|general|-15|-15|-23|15|15|16|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|0|0
monster_merc_axe|models/monsters/merc_a.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Mercenary Axe|1.0|0.0|0.0
monster_merc_sword|models/monsters/merc_s.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Mercenary Sword|1.0|0.0|0.0
monster_merc_xbow|models/monsters/merc_x.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Mercenary Crossbow|1.0|0.0|0.0
monster_necromancer|models/monsters/necro.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Necromancer|1.0|0.0|0.0
monster_outrider|models/monsters/outrider.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Outrider|1.0|0.0|0.0
monster_pilot|models/monsters/crescent.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pilot|1.0|0.0|0.0
monster_scout|models/monsters/scout.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Scout|1.0|0.0|0.0
monster_sultan|models/npcs/insnvlg.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Sultan|1.0|0.0|0.0
monster_tenebrion|models/monsters/teneb.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Tenebrion|1.0|0.0|0.0
monster_tormentor|models/monsters/torment.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Tormentor|1.0|0.0|0.0
monster_wraith|models/monsters/wraith.md2|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Wraith|1.0|0.0|0.0
npc_boy|models/npcs/boy.md2|1.0|1.0|1.0|general|-12.0|-12.0|-24.0|12.0|12.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|NPC Boy|1.0|0.5|0.0
npc_femvilgr|models/npcs/femvilg.md2|1.0|1.0|1.0|general|-12.0|-12.0|-24.0|12.0|12.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|NPC Female Villager|1.0|0.5|0.0
npc_fslave|models/npcs/fslave.md2|1.0|1.0|1.0|general|-12.0|-12.0|-24.0|12.0|12.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|NPC Female Slave|1.0|0.5|0.0
npc_girl|models/npcs/girl.md2|1.0|1.0|1.0|general|-12.0|-12.0|-24.0|12.0|12.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|NPC Girl|1.0|0.5|0.0
npc_insvilgr|models/npcs/insnvlg.md2|1.0|1.0|1.0|general|-12.0|-12.0|-24.0|12.0|12.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|NPC Insane Villager|1.0|0.5|0.0
npc_malvilgr|models/npcs/malvilg.md2|1.0|1.0|1.0|general|-12.0|-12.0|-24.0|12.0|12.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|NPC Male Villager|1.0|0.5|0.0
npc_moktosk|models/npcs/moktosk.md2|1.0|1.0|1.0|general|-12.0|-12.0|-24.0|12.0|12.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|NPC Moktar or Ratatosk|1.0|0.5|0.0
npc_mslave|models/npcs/mslave.md2;models/npcs/pickaxe.md2|1.0|1.0|1.0|general|-12.0|-12.0|-24.0|12.0|12.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|NPC Male Slave|1.0|0.5|0.0
npc_worker|models/npcs/mslave.md2|1.0|1.0|1.0|general|-12.0|-12.0|-24.0|12.0|12.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|NPC Worker|1.0|0.5|0.0
object_banner|models/objects/banner.md2|1.0|1.0|1.0|general|-2.0|-4.0|-52.0|2.0|4.0|52.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Banner|1.0|0.0|0.0
object_barrel|models/objects/barrel.md2|1.0|1.0|1.0|general|-10.0|-10.0|-14.0|10.0|10.0|14.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Barrel|0.3|0.3|1.0
object_big_fire|models/objects/bigfire.md2|1.0|1.0|1.0|general|-10.0|-10.0|-9.0|10.0|10.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Big Fire|1.0|0.0|0.0
object_campfire|models/objects/campfire.md2|1.0|1.0|1.0|general|-10.0|-10.0|-5.0|10.0|10.0|5.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Campfire|0.3|0.3|1.0
object_cart||1.0|1.0|1.0|general|-20.0|-20.0|-20.0|20.0|20.0|20.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cart|0.3|0.3|1.0
object_cauldron|models/objects/cauldron.md2|1.0|1.0|1.0|general|-8.0|-11.0|-8.0|8.0|11.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cauldron|0.3|0.3|1.0
object_chest1|models/objects/chest1.md2|1.0|1.0|1.0|general|-7.0|-12.0|-7.0|7.0|12.0|7.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Chest|0.3|0.3|1.0
object_demonorb|models/objects/demonorb.md2|1.0|1.0|1.0|general|-8|-8|-8|8|8|8|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|0|0
object_flag|models/objects/flag.md2|1.0|1.0|1.0|general|-20.0|-4.0|-8.0|20.0|4.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Flag|1.0|1.0|0.0
object_flame1|models/objects/flame1.md2|1.0|1.0|1.0|general|-3.0|-3.0|-6.0|3.0|3.0|11.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Flame|1.0|1.0|0.0
object_goyle1|models/objects/goyle.md2|1.0|1.0|1.0|general|-18|-18|-45|18|18|17|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|.5
object_goyle2|models/objects/goyle.md2|1.0|1.0|1.0|general|-16|-16|-45|16|16|8|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|.5
object_goyle3|models/objects/goyle.md2|1.0|1.0|1.0|general|-12|-12|-45|12|12|35|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|.5
object_goyle4|models/objects/goyle.md2|1.0|1.0|1.0|general|-12|-12|-45|12|12|35|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|.5
object_goyle5|models/objects/goyle.md2|1.0|1.0|1.0|general|-20|-20|-45|20|20|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none||1|.5|.5
object_pennant|models/objects/pennant.md2|1.0|1.0|1.0|general|-8.0|-50.0|-14.0|8.0|50.0|4.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Pennant|1.0|0.0|0.0
object_statue|models/objects/statue.md2|1.0|1.0|1.0|general|-12.0|-12.0|-44.0|12.0|12.0|44.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Statue|1.0|0.0|0.0
object_throne|models/objects/throne.md2|1.0|1.0|1.0|general|-22.0|-22.0|-35.0|22.0|22.0|35.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Throne|1.0|0.0|0.0
object_torch|models/objects/torch.md2|1.0|1.0|1.0|general|-2.0|-3.0|-6.0|2.0|4.0|6.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Torch|1.0|1.0|0.0
plant_deadtree1|models/plants/deadtree1.md2|1.0|1.0|1.0|general|-6.0|-6.0|-47.0|6.0|6.0|47.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Dead Tree 1|0.0|1.0|0.0
plant_deadtree2|models/plants/deadtree2.md2|1.0|1.0|1.0|general|-6.0|-6.0|-40.0|6.0|6.0|45.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Dead Tree 2|0.0|1.0|0.0
plant_deadtree3|models/plants/deadtree3.md2|1.0|1.0|1.0|general|-8.0|-8.0|-78.0|4.0|4.0|80.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Dead Tree 3|0.0|1.0|0.0
plant_deadtree4|models/plants/deadtree4.md2|1.0|1.0|1.0|general|-8.0|-8.0|-80.0|8.0|8.0|84.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Dead Tree 4|0.0|1.0|0.0
plant_plant1|models/plants/plant.md2|1.0|1.0|1.0|general|-12.0|-5.0|-14.0|11.0|6.0|13.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Plant 1|0.0|1.0|0.0
plant_plant2|models/plants/plant.md2|1.0|1.0|1.0|general|-9.0|-9.0|-9.0|9.0|9.0|9.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Plant 2|0.0|1.0|0.0
plant_plant3|models/plants/plant.md2|1.0|1.0|1.0|general|-19.0|-19.0|-1.0|19.0|19.0|1.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Plant 3|0.0|1.0|0.0
plant_plant4|models/plants/plant.md2|1.0|1.0|1.0|general|-24.0|-14.0|-1.0|24.0|14.0|1.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Plant 4|0.0|1.0|0.0
plant_plant5|models/plants/plant.md2|1.0|1.0|1.0|general|-1.0|-24.0|-12.0|1.0|24.0|12.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Plant 5|0.0|1.0|0.0
plant_plant6|models/plants/plant.md2|1.0|1.0|1.0|general|-1.0|-8.0|-20.0|1.0|8.0|20.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Plant 6|0.0|1.0|0.0
plant_plant7|models/plants/plant.md2|1.0|1.0|1.0|general|-20.0|-20.0|-12.0|20.0|20.0|12.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Plant 7|0.0|1.0|0.0
plant_plant8|models/plants/plant.md2|1.0|1.0|1.0|general|-10.0|-20.0|-8.0|10.0|20.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Plant 8|0.0|1.0|0.0
plant_tallbush|models/plants/tallbush.md2|1.0|1.0|1.0|general|-17.0|-19.0|-27.0|17.0|19.0|27.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Tall Bush|0.0|1.0|0.0
plant_tree1|models/plants/tree1.md2|1.0|1.0|1.0|general|-3.0|-3.0|-46.0|10.0|10.0|44.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Tree 1|0.0|1.0|0.0
plant_tree2|models/plants/tree2.md2|1.0|1.0|1.0|general|-10.0|-10.0|-94.0|10.0|10.0|90.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Tree 2|0.0|1.0|0.0
plant_widebush|models/plants/widebush.md2|1.0|1.0|1.0|general|-17.0|-17.0|-15.0|17.0|17.0|15.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Wide Bush|0.0|1.0|0.0
point_flee||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Point Flee|0.5|0.3|0.0
target_debris||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Target debris|1.0|0.0|0.0
target_gsm||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Target GSM|0.39|0.78|0.2
target_interaction||1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Spawn conversation session|1.0|0.0|1.0
trap_arrow||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Arrow Trap|0.0|0.5|0.88
trigger_cam||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Cam trigger|0.5|0.5|0.5
trigger_GSM||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|GSM Trigger|0.5|0.5|0.5
weapon_3gun|models/weapons/g_3gun.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Triple Flintlock|1.0|0.5|0.0
weapon_bow|models/weapons/g_bow.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Bow|1.0|0.5|0.0
weapon_rifle|models/weapons/g_rifle.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Blunderbuss|1.0|0.5|0.0
weapon_sword|models/weapons/g_sword.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Ancestral Sword|1.0|0.5|0.0
weapon_xbow|models/weapons/g_xbow.md2|1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Crossbow|1.0|0.5|0.0

// Quake
air_bubbles|progs/s_bubble.spr|1.0|1.0|1.0|general|-8.0|-8.0|-8.0|8.0|8.0|8.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Air bubbles|0.0|0.59|0.86
ambient_comp_hum||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Computer background sounds|0.59|0.0|0.59
ambient_drip||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Dripping sound|0.59|0.0|0.59
ambient_drone||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Engine/machinery sound|0.59|0.0|0.59
ambient_flouro_buzz||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Fluorescent buzzing sound|0.59|0.0|0.59
ambient_light_buzz||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Buzzing sound from light|0.59|0.0|0.59
ambient_suck_wind||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Wind sound|0.59|0.0|0.59
ambient_swamp1||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Frogs croaking|0.59|0.0|0.59
ambient_swamp2||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Frogs croaking B|0.59|0.0|0.59
ambient_thunder||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Thunder sound|0.59|0.0|0.59
event_lightning||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Chthon's lightning|.5|.5|.5
func_bossgate||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Boss gate|.5|.5|.5
func_detail||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Group of brushes for certain compilers|.5|.5|.5
func_detail_illusionary||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|func_detail variant with no collision (players / monsters / gunfire) and doesn't split world faces.|.5|.5|.5
func_detail_wall||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|func_detail variant that doesn't split world faces.|.5|.5|.5
func_episodegate||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Episode Gate|.5|.5|.5
func_illusionary||1.0|1.0|1.0|general|0|0|0|0|0|0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Static nonsolid model|.5|.5|.5
info_intermission||1.0|1.0|1.0|general|-16.0|-16.0|-16.0|16.0|16.0|16.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Intermission camera|.5|.5|.5
info_player_start2|progs/player.mdl|1.0|1.0|1.0|general|-16.0|-16.0|-24.0|16.0|16.0|32.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Player episode return point|0.0|1.0|0.0
item_armor1|progs/armor.mdl|1.0|1.0|1.0|general|-16.0|-16.0|0.0|16.0|16.0|56.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Green armor (100%)|.5|.5|.5
item_armor2|progs/armor.mdl|1.0|1.0|1.0|general|-16.0|-16.0|0.0|16.0|16.0|56.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Yellow armor (150%)|.5|.5|.5
item_armorInv|progs/armor.mdl|1.0|1.0|1.0|general|-16.0|-16.0|0.0|16.0|16.0|56.0|shadow|0|0.0|0.0|0|0|0|0:0|0|0|none|Red armor (200%)|.5|.5|.5
